drugId	targetId
FH1E0v9iy96	HMIMz3l1YZ8
FH1E0v9iy96	OTE442Gh9AF
FH1E0v9iy96	AAX_OyAS4G5
FH1E0v9iy96	sKpU2mQLDmB
FH1E0v9iy96	JB4LC3IM9-6
FH1E0v9iy96	bwcnFEMMK64
FH1E0v9iy96	kXHliVeJEe6
FH1E0v9iy96	jj-WZV-NJCA
FH1E0v9iy96	GgiIllUf-49
FH1E0v9iy96	zv_C0_pvfv-
FH1E0v9iy96	b6v-QjYJyY8
FH1E0v9iy96	rd2LGGXwOHC
gwrPfI8lki4	HMIMz3l1YZ8
gwrPfI8lki4	OTE442Gh9AF
gwrPfI8lki4	hd2tsLIRCPD
gwrPfI8lki4	sKpU2mQLDmB
gwrPfI8lki4	kI8JOOcl1e8
gwrPfI8lki4	b6v-QjYJyY8
COCrCvSzv7E	HMIMz3l1YZ8
COCrCvSzv7E	OTE442Gh9AF
COCrCvSzv7E	VErrzLZz1pF
COCrCvSzv7E	FZDRxEA-8Q4
COCrCvSzv7E	3cdLedx-iaA
COCrCvSzv7E	zv_C0_pvfv-
COCrCvSzv7E	jQQuTJ0hWGD
COCrCvSzv7E	b6v-QjYJyY8
_KeMof6A5HF	HMIMz3l1YZ8
_KeMof6A5HF	OTE442Gh9AF
_KeMof6A5HF	sKpU2mQLDmB
_KeMof6A5HF	hkPwYkiIfR_
_KeMof6A5HF	JB4LC3IM9-6
_KeMof6A5HF	kXHliVeJEe6
_KeMof6A5HF	GgiIllUf-49
_KeMof6A5HF	b6v-QjYJyY8
_KeMof6A5HF	rd2LGGXwOHC
_KeMof6A5HF	AAX_OyAS4G5
_KeMof6A5HF	bwcnFEMMK64
_KeMof6A5HF	jj-WZV-NJCA
_KeMof6A5HF	ORwHgsvtYg6
_KeMof6A5HF	zv_C0_pvfv-
_KeMof6A5HF	sOM7VDl-53-
Giglu1JPr6E	HMIMz3l1YZ8
Giglu1JPr6E	OTE442Gh9AF
Giglu1JPr6E	VErrzLZz1pF
Giglu1JPr6E	FZDRxEA-8Q4
Giglu1JPr6E	3cdLedx-iaA
Giglu1JPr6E	zv_C0_pvfv-
Giglu1JPr6E	jQQuTJ0hWGD
Giglu1JPr6E	b6v-QjYJyY8
jhreLvSeob6	OqF6beO80WH
jhreLvSeob6	ml3GE3xUM8D
jhreLvSeob6	3k3KmTVFEPF
jhreLvSeob6	4mXO7p2bDHA
jhreLvSeob6	Ij-NxxGF6d8
jhreLvSeob6	f4Qmyh_R2U9
jhreLvSeob6	gZkhLag-kq4
jhreLvSeob6	zv_C0_pvfv-
